2024-10-16 21:57:43
68617454,일동후디스 하이뮨 면역케어 340g,2,25310,22몰,1개,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617469,일동후디스 하이뮨 면역케어 340g,2개,45920,36몰,675원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617487,일동후디스 하이뮨 면역케어 340g,3개,70190,30몰,688원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617496,일동후디스 하이뮨 면역케어 340g,4개,102520,29몰,754원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617547,일동후디스 하이뮨 면역케어 340g,5개,127330,14몰,749원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617412,일동후디스 하이뮨 면역케어 340g,1,143650,53몰,6개,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617460,일동후디스 하이뮨 면역케어 340g,7개,188300,9몰,791원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617508,일동후디스 하이뮨 면역케어 340g,8개,214260,9몰,788원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617349,일동후디스 하이뮨 면역케어 340g,9개,240230,9몰,785원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
68617535,일동후디스 하이뮨 면역케어 340g,10개,266110,9몰,783원/10g,"단백질보충제/섭취횟수, 양: 1일 1회, 1스푼(38g)/형태: 분말/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강"
