2024-10-16 22:17:45
57484832,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,1,48950,56몰,1개,"섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484277,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,2개,101090,32몰,"1,805원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484880,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,3개,151490,33몰,"1,803원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484910,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,4개,202570,32몰,"1,809원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484262,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,5개,253190,23몰,"1,809원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484922,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,2,303700,24몰,6개,"섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484886,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,8개,576450,14몰,"2,573원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484667,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,9개,512470,10몰,"2,034원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484943,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,10개,567440,11몰,"2,027원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484895,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,11개,903000,3몰,"2,932원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57484868,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,12개,680610,18몰,"2,026원/1일","섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
57052031,CJ웰케어 바이오코어 100억 다이어트 유산균 480mg 30캡슐,5개,232700,7몰,"1,551원/1일",프로바이오틱스
55659023,서흥 프로뉴트리션 듀얼플랜 다이어트 유산균 2.5g 14포,1,37790,14몰,1개,"섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 장 건강, 체지방감소"
55658726,서흥 프로뉴트리션 듀얼플랜 다이어트 유산균 2.5g 14포,2,71320,12몰,2개,"섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 장 건강, 체지방감소"
55660670,서흥 프로뉴트리션 듀얼플랜 다이어트 유산균 2.5g 14포,3개,113400,13몰,"2,700원/1일","섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 장 건강, 체지방감소"
55660682,서흥 프로뉴트리션 듀얼플랜 다이어트 유산균 2.5g 14포,4개,136680,13몰,"2,441원/1일","섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 장 건강, 체지방감소"
55660691,서흥 프로뉴트리션 듀얼플랜 다이어트 유산균 2.5g 14포,6개,208760,13몰,"2,485원/1일","섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 장 건강, 체지방감소"
51805541,한미양행 그린몬스터 다이어트 체지방 쑥 36정,1개,22450,2몰,624원/1정,"가르시니아(HCA)/섭취횟수, 양: 1일 1회, 2정/형태: 캡슐,정/건강기능식품/GMP/기능성: 체지방감소"
32091845,서흥 비에날씬 에스 다이어트 유산균 BNR17 50캡슐,1개,96140,46몰,"1,885원/1캡슐","섭취대상: 여성, 남성/섭취횟수, 양: 1일 1회,1캡슐씩/형태: 캡슐,정/건강기능식품/기능성: 장건강, 체지방감소/프로바이오틱스 수 100억 CFU"
49920638,자연지애 다이어트 체지방 감소엔 칼로컷 900mg 42정,2,14980,2몰,2개,"가르시니아(HCA)/섭취횟수, 양: 1일 1회, 3정/형태: 캡슐,정/건강기능식품/GMP/기능성: 체지방감소"
49733585,자연지애 다이어트 체지방 감소엔 칼로컷 900mg 42정,5개,42250,1몰,201원/1정,"가르시니아(HCA)/섭취횟수, 양: 1일 1회, 3정/형태: 캡슐,정/건강기능식품/GMP/기능성: 체지방감소"
47836451,자연지애 다이어트 체지방 감소엔 칼로컷 900mg 42정,1,61290,1몰,12개,"가르시니아(HCA)/섭취횟수, 양: 1일 1회, 3정/형태: 캡슐,정/건강기능식품/GMP/기능성: 체지방감소"
28803746,한독화장품 HD생활건강 체지방 감소01 가르시니아 56정,1개,14500,1몰,"1,036원/1일","[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 2정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 750mg/비타민B1: 2.4mg/셀렌: 55㎍/아연: 8.5mg"
52148465,에스더포뮬러 여에스더 다이어트 유산균 락토 플러스 330mg 30캡슐,2,75670,3몰,1개,"섭취횟수, 양: 1일 1회, 1캡슐/형태: 캡슐,정/건강기능식품/기능성: 체지방감소"
52148087,에스더포뮬러 여에스더 다이어트 유산균 락토 플러스 330mg 30캡슐,1,259890,4몰,4개,"섭취횟수, 양: 1일 1회, 1캡슐/형태: 캡슐,정/건강기능식품/기능성: 체지방감소"
27885899,천호엔케어 슬림컷 다이어트 유산균 100 30캡슐,2,105000,1몰,2개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
27885914,천호엔케어 슬림컷 다이어트 유산균 100 30캡슐,3개,155000,1몰,"1,722원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
27885932,천호엔케어 슬림컷 다이어트 유산균 100 30캡슐,1,128340,2몰,4개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
23855372,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,1,16900,31몰,1개,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
23855792,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,2개,31900,37몰,266원/1일,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
28995380,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,3개,44900,31몰,125원/1정,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
28994927,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,2,56900,31몰,4개,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
28995389,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,5개,67900,31몰,113원/1정,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
28995518,비엘헬스케어 을지대학교 체지방 컷 녹차카테킨 다이어트5 플러스 120정,6개,73900,28몰,103원/1정,"[주요성분] 녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/섭취기간: 2개월/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 400mg/아연: 8.5mg/망간: 3mg/셀렌: 55㎍/비오틴: 30㎍/엽산: 400㎍"
