2024-10-17 12:59:06
67891184,한생원 해물 육수팩 10g 10개입 2팩 + 해장 육수팩 10g 10개입 2팩 + 만능 육수팩 5g 10개입 2팩,,39900,1몰,,소스/드레싱/시럽/육수/다시팩
67852988,한생원 해물 육수팩 10g 10개입 2팩 + 해장 육수팩 10g 10개입 2팩,,34900,1몰,,소스/드레싱/시럽/육수/다시팩
67605911,샘표식품 연두 비법육수링 멸치디포리 80g(4gx20입),1,4000,168몰,1개,소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
67575401,샘표식품 연두 비법육수링 멸치디포리 80g(4gx20입),2,9970,152몰,2개,소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
67575392,샘표식품 연두 비법육수링 멸치디포리 80g(4gx20입),3개,17280,6몰,"7,200원/100g",소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
67575386,샘표식품 연두 비법육수링 멸치디포리 80g(4gx20입),5개,27000,6몰,"6,750원/100g",소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
67575398,샘표식품 연두 비법육수링 멸치디포리 80g(4gx20입),6개,30690,6몰,"6,394원/100g",소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
60331958,이엔푸드 유경빈 오뎅우동다시 1.8L,3개,28990,2몰,537원/100g,소스/드레싱/시럽/육수/플라스틱
59020490,해마 요리여왕 알육수 해물 80g(4gx20입) + 한우 80g(4gx20입),752원/10g,12030,1몰,,소스/드레싱/시럽/육수/특징: 코인육수
57485093,동원F&B 국물의 신 멸치한알 180g(3gx60입),1,12320,42몰,1개,소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
57485417,동원F&B 국물의 신 멸치한알 180g(3gx60입),2,24810,44몰,2개,소스/드레싱/시럽/육수/지퍼백/특징: 코인육수
57485294,팔도 솜씨당 오늘육수 사골 105g(3.5gx30입),2개,28060,4몰,"13,362원/100g",소스/드레싱/시럽/육수/일회용/특징: 코인육수
57485339,팔도 솜씨당 오늘육수 사골 105g(3.5gx30입),1,40100,23몰,5개,소스/드레싱/시럽/육수/일회용/특징: 코인육수
57485267,팔도 솜씨당 오늘육수 사골 105g(3.5gx30입),2,77250,20몰,10개,소스/드레싱/시럽/육수/일회용/특징: 코인육수
57485306,팔도 솜씨당 오늘육수 사골 105g(3.5gx30입),20개,153780,20몰,"7,323원/100g",소스/드레싱/시럽/육수/일회용/특징: 코인육수
56497661,이푸드 셰프원 진한 쇠고기 육수소스 2kg,1,13860,21몰,1개,소스/드레싱/시럽/육수/플라스틱
56497691,이푸드 셰프원 진한 쇠고기 육수소스 2kg,2개,44400,1몰,"1,110원/100g",소스/드레싱/시럽/육수/플라스틱
56496572,이푸드 셰프원 진한 쇠고기 육수소스 2kg,3개,51580,1몰,860원/100g,소스/드레싱/시럽/육수/플라스틱
56497694,이푸드 셰프원 진한 쇠고기 육수소스 2kg,4개,67480,1몰,844원/100g,소스/드레싱/시럽/육수/플라스틱
56496497,이푸드 셰프원 진한 쇠고기 육수소스 2kg,5개,83380,1몰,834원/100g,소스/드레싱/시럽/육수/플라스틱
56496578,이푸드 셰프원 진한 쇠고기 육수소스 2kg,2,82830,11몰,6개,소스/드레싱/시럽/육수/플라스틱
