2024-10-17 13:04:31
68791016,아모레퍼시픽 바이탈뷰티 에너지샷 바디 앤 브레인 7입,1개,29060,11몰,,"섭취대상:성인남녀/형태:액상형,캡슐,정/섭취방법:1일 1회, 1병/인증정보:건강기능식품/총복용기간:7일분/효능:에너지생산,호모시스테인유지,세포분열,적혈구생성 촉진,면역력,단백질 이용,콜레스테롤감소,항산화/비타민B1:12mg/비타민B2:7mg/비타민B6:15mg/비타민B12:24ug/비타민C 1일함량:100mg/나이아신:150mgNE/판토텐산:5mg/아연:8.5mg"
68692964,뉴트리딘 프리미엄 안심 마그네슘 315 플러스 800mg 60정,1개,19800,1몰,330원/1정,"마그네슘/섭취대상: 성인남녀/형태: 캡슐,정"
68692949,링티 아이 5.2g 10포,3개,65330,1몰,"2,178원/1포","섭취대상: 유아,청소년/특징: 스틱형"
68600012,노바렉스 데이즈온 원데이 올인원 800mg 30정,1개,9630,44몰,321원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599997,노바렉스 데이즈온 원데이 올인원 800mg 30정,2개,19250,36몰,321원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599982,노바렉스 데이즈온 원데이 올인원 800mg 30정,1,28880,48몰,3개,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599922,노바렉스 데이즈온 원데이 올인원 800mg 30정,4개,38500,33몰,321원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599994,노바렉스 데이즈온 원데이 올인원 800mg 30정,5개,50130,34몰,334원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599925,노바렉스 데이즈온 원데이 올인원 800mg 30정,6개,60670,43몰,337원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68600126,노바렉스 데이즈온 원데이 올인원 800mg 30정,2,130990,27몰,10개,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68600123,노바렉스 데이즈온 원데이 올인원 800mg 30정,12개,143380,7몰,398원/1정,"멀티비타민/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
