Id,Name,Type,Price,Mall,Timestamp
하나마이 피쉬 콜라겐 30포,1,15800,2몰,1개,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1포/총량: 30포/섭취기간: 10일"
하나마이 돈피 콜라겐 30포,2,17860,1몰,1개,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1포/총량: 30포/섭취기간: 10일/형태: 분말/특징: 스틱형"
아모레퍼시픽 바이탈뷰티 슈퍼콜라겐 25ml 30병,1개,55500,4몰,"18,500원/10일","[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/총량: 30앰플/섭취기간: 1개월/형태: 음료(액상)"
메디앤케어 닥터소이지 피쉬콜라겐 270g,4개,73100,2몰,406원/1일,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 2~10g/총량: 270g x 11개/형태: 분말"
메디앤케어 닥터소이지 피쉬콜라겐 270g,7개,123250,1몰,391원/1일,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 2~10g/총량: 270g x 11개/형태: 분말"
메디앤케어 닥터소이지 피쉬콜라겐 270g,11개,165750,1몰,335원/1일,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 2~10g/총량: 270g x 11개/형태: 분말"
뉴트리 에버콜라겐 타임 30포,2개,32230,86몰,537원/1일,"[주요성분] 콜라겐/저분자 피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x 12개/섭취기간: 12개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 피부 건강, 피부 보습/
[기능성분] Gly-Pro-Hyp: 30mg"
뉴트리 에버콜라겐 타임 30포,3개,48330,78몰,537원/1일,"[주요성분] 콜라겐/저분자 피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x 12개/섭취기간: 12개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 피부 건강, 피부 보습/
[기능성분] Gly-Pro-Hyp: 30mg"
조은약초 피쉬콜라겐 가루 250g,5개,58690,8몰,470원/10g,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 3~5g/총량: 250g/형태: 분말"
조은약초 피쉬콜라겐 가루 250g,8개,87360,2몰,437원/10g,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 3~5g/총량: 250g/형태: 분말"
종근당건강 아쿠아 콜라겐 30포,6개,42380,31몰,235원/1일,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
뉴트리 에버콜라겐 타임 30포,12개,243140,45몰,675원/1일,"[주요성분] 콜라겐/저분자 피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x 12개/섭취기간: 12개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 피부 건강, 피부 보습/
[기능성분] Gly-Pro-Hyp: 30mg"
뉴트리 에버콜라겐 타임 30포,13개,280270,31몰,719원/1일,"[주요성분] 콜라겐/저분자 피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x 12개/섭취기간: 12개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 피부 건강, 피부 보습/
[기능성분] Gly-Pro-Hyp: 30mg"
